ts_utc,symbol,market_state,mid,spread_bps,buy_slip_bps_1000,buy_slip_bps_5000,buy_slip_bps_10000,buy_slip_bps_25000,buy_slip_bps_50000,buy_slip_bps_100000,sell_slip_bps_1000,sell_slip_bps_5000,sell_slip_bps_10000,sell_slip_bps_25000,sell_slip_bps_50000,sell_slip_bps_100000,buy_fillable_1000,buy_fillable_5000,buy_fillable_10000,buy_fillable_25000,buy_fillable_50000,buy_fillable_100000,sell_fillable_1000,sell_fillable_5000,sell_fillable_10000,sell_fillable_25000,sell_fillable_50000,sell_fillable_100000
2026-09-24T02:22:36.082256+00:00,RMETAUSDT,after_hours_weekday,740.7950000000001,5.804574814894132,2.902287407446299,2.902287407446299,2.902287407446299,4.310522500154959,7.261576335591195,10.213531756458886,2.902287407447834,2.902287407447834,3.006840241939812,3.971083885187421,5.360449162026478,11.298734152476497,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RSNDKUSDT,after_hours_weekday,1806.1750000000002,2.269990449430879,2.71454949373925,3.355473164253725,3.4355943981859816,3.483667754606106,4.442971351883744,5.410036026231642,4.586886754388687,5.94462181775266,6.11431276577766,6.216124568654951,6.369824008899011,6.781882747499832,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RAMDUSDT,after_hours_weekday,612.245,4.083332652777892,4.203314978346544,13.100769154393369,17.365489770573475,27.86637040958805,50.31807746439013,85.25519865063355,2.3215087429570294,9.44607536509959,14.280339690674237,21.573365432510943,42.770858258945324,71.35661685538912,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RINTCUSDT,after_hours_weekday,122.035,27.041422542713015,14.404959893506632,22.680981114752473,26.703320275883247,40.32996536059394,58.44722390364889,94.30886458083664,14.755308645339095,22.542671570780207,34.6150838964693,49.094084191307985,68.66562094670024,107.704303053879,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RAAPLUSDT,after_hours_weekday,336.92999999999995,8.903926631644895,4.890039882994435,12.999741183030329,18.211359150928452,31.724580672277604,50.280717983248145,91.37818173663914,6.792698888146951,13.675226438277196,19.392662059810263,35.93195161486859,55.856932616998364,92.55048329192542,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RTSLAUSDT,after_hours_weekday,379.385,1.8450913979201387,4.287403648300583,5.180246369393993,5.291862915030184,7.0515377480467665,8.964749683131837,10.639161256450972,2.587836352841373,2.942547682694665,2.986884829132247,3.3755057953892647,4.264965536597833,6.959616575687484,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RGOOGLUSDT,after_hours_weekday,341.53,4.684800749568852,2.3424003747852584,2.3424003747852584,2.3424003747852584,3.0641186623832763,4.463136008733591,6.6703147304846855,2.3424003747835944,2.3424003747835944,2.3424003747835944,2.6299799408289655,3.299404739924731,5.427339397435812,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RAMZNUSDT,after_hours_weekday,248.57999999999998,8.85026953093567,5.898853927276885,16.70836212136804,25.61613893096585,40.05815149873932,58.40451690373945,107.47999332091395,6.734895173545595,22.841841558439743,29.627415852317824,39.58024124997072,58.791348586913315,108.54944781642699,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:23:36.078789+00:00,RQQQUSDT,after_hours_weekday,740.585,16.60849193542967,8.304245967714834,8.304245967714834,8.304245967714834,8.322056889504008,8.430696426285305,9.415665484881718,8.304245967714834,8.304245967714834,8.304245967714834,8.422750503433207,8.678312119638745,9.129952804268616,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:23:36.078789+00:00,RSPYUSDT,after_hours_weekday,766.905,6.128529609273995,3.0642648046369976,3.0642648046369976,3.0642648046369976,3.3982777776820288,4.796098908289125,6.8111447646100185,3.0642648046369976,3.0642648046369976,3.0642648046369976,3.0862125308755815,3.253789870543402,4.064861526962926,True,True,True,True,True,True,True,True,True,True,True,True
